WorkOrder,OCNumber,Type Contract,Category,Description,Frequency,Contractor,Company,Email,Schedule Date,DueDate,WorkStatus,Schedule,Year,SendMailStatus,Created,Completed Date,Notes,OCManager,Comment,Attachments,Modified,Created By,Modified By,OverDue
,"A108-PS732028U-OC1","Essential Services","Building Use and Application","Occupancy hazard - Annual inspection to ensure use does not vary from approval","Yearly","Surveyor","Codus","esm@codus.au","12/09/2024 8:00","30/09/2024","Due","True","2024","Sent","21/03/2024 11:06",,,,,"0","23/03/2024 19:39","Palida Parichayawong","Palida Parichayawong","No"
,"A108-PS732028U-OC1","Essential Services","Fire Brigade Requirements Additional to BCA Provisions","Way finding signage from fire control room to fire pump room and sprinkler control valve - MFB Reg 309, Consent No 1603220, Annual inspection to ensure the sign is in place and legible","Yearly","Surveyor","Codus","esm@codus.au","12/09/2024 8:00","30/09/2024","Due","True","2024","Sent","21/03/2024 11:06",,,,,"0","23/03/2024 19:39","Palida Parichayawong","Palida Parichayawong","No"
,"A108-PS732028U-OC1","Essential Services","Fire Brigade Requirements Additional to BCA Provisions","Hydrant Shortfall Signage 'TWO LENGTHS OF HOSE WILL BE REQUIRED TO ACHIEVE FULL COVERAGE' at FIP, booster assembly, fire control room and applicable hydrants - MFB Reg 309, Consent No 1603220, Annual inspection to ensure the sign is in place and legible","Yearly","Surveyor","Codus","esm@codus.au","12/09/2024 8:00","30/09/2024","Due","True","2024","Sent","21/03/2024 11:06",,,,,"0","23/03/2024 19:39","Palida Parichayawong","Palida Parichayawong","No"
,"A108-PS732028U-OC1","Essential Services","Fire Brigade Requirements Additional to BCA Provisions","Sprinkler within 500mm from non fire rated construction within 10m horizontally from booster assembly- MFB Reg 309, Consent No 1603220, Annual inspection to ensure sprinklers are in place","Yearly","Surveyor","Codus","esm@codus.au","12/09/2024 8:00","30/09/2024","Due","True","2024","Sent","21/03/2024 11:06",,,,,"0","23/03/2024 19:39","Palida Parichayawong","Palida Parichayawong","No"
,"A108-PS732028U-OC1","Essential Services","Fire Brigade Requirements Additional to BCA Provisions","Strobe within fire stair","Yearly","Surveyor","Codus","esm@codus.au","12/09/2024 8:00","30/09/2024","Due","True","2024","Sent","21/03/2024 11:06",,,,,"0","23/03/2024 19:39","Palida Parichayawong","Palida Parichayawong","No"
,"A108-PS732028U-OC1","Essential Services","Building Fire Integrity","Hinged and pivoted fire-resistant doorsets serving as entry doors to private residential apartments","Yearly","Fire","Geelong Fire Services","info@geelongfire.com.au","10/10/2024 8:00","31/10/2024","Due","True","2024","Sent","21/03/2024 11:04",,,,,"0","23/03/2024 19:39","Palida Parichayawong","Palida Parichayawong","No"
,"A108-PS732028U-OC1","Essential Services","Building Fire Integrity","Fire-protection at service penetrations through elements required to be fire-resisting with respect to integrity or insulation, or to have a resistance to the incipient spread of fire - Annually as per AS1851-2012","Yearly","Fire","Geelong Fire Services","info@geelongfire.com.au","10/10/2024 8:00","31/10/2024","Due","True","2024","Sent","21/03/2024 11:04",,,,,"0","23/03/2024 19:39","Palida Parichayawong","Palida Parichayawong","No"
,"A108-PS732028U-OC1","Essential Services","Building Fire Integrity","Fire protection associated with construction joints, spaces and the like in and between building elements required to be fire-resisting with respect to integrity and insulation - Annually as per AS1851-2012, Section 12","Yearly","Fire","Geelong Fire Services","info@geelongfire.com.au","10/10/2024 8:00","31/10/2024","Due","True","2024","Sent","21/03/2024 11:04",,,,,"0","23/03/2024 19:39","Palida Parichayawong","Palida Parichayawong","No"
,"A108-PS732028U-OC1","Essential Services","Fire Fighting Services and Equipment","Fire control centres (or rooms) - Annually to ensure compliance of construction and contents with BCA","Yearly","Fire","Geelong Fire Services","info@geelongfire.com.au","10/10/2024 8:00","31/10/2024","Due","True","2024","Sent","21/03/2024 11:04",,,,,"0","23/03/2024 19:39","Palida Parichayawong","Palida Parichayawong","No"
,"A108-PS732028U-OC1","Essential Services","Occupant Warning Systems","Fire brigade phones and phone jacks - As prescribed by Fire Brigade guidelines or annual test of system operation","Yearly","Fire","Geelong Fire Services","info@geelongfire.com.au","10/10/2024 8:00","31/10/2024","Due","True","2024","Sent","21/03/2024 11:04",,,,,"0","23/03/2024 19:39","Palida Parichayawong","Palida Parichayawong","No"
,"A108-PS732028U-OC1","Essential Services","Fire Fighting Services and Equipment","Fire main, booster and associated equipment (as relevant) - Six monthly to AS1851-2012, Section 4.","Yearly","Fire","Geelong Fire Services","info@geelongfire.com.au","10/10/2024 8:00","31/10/2024","Due","True","2024","Sent","21/03/2024 11:04",,,,,"0","23/03/2024 19:39","Palida Parichayawong","Palida Parichayawong","No"
,"A108-PS732028U-OC1","Essential Services","Fire Fighting Services and Equipment","Water Storage Tanks - Monthly to AS1851-2012, Section 5","Yearly","Fire","Geelong Fire Services","info@geelongfire.com.au","10/10/2024 8:00","31/10/2024","Due","True","2024","Sent","21/03/2024 11:04",,,,,"0","23/03/2024 19:39","Palida Parichayawong","Palida Parichayawong","No"
,"A108-PS732028U-OC1","Essential Services","Fire Fighting Services and Equipment","Fire hydrant system (including on-site fire-service booster connection) - 
6 monthly to AS1851-2012 Section 4 (also monthly to AS1851-2012, Section 3","Yearly","Fire","Geelong Fire Services","info@geelongfire.com.au","10/10/2024 8:00","31/10/2024","Due","True","2024","Sent","21/03/2024 11:04",,,,,"0","23/03/2024 19:39","Palida Parichayawong","Palida Parichayawong","No"
